品牌,型号family,详细型号,描述,描述EN
FT,52-30M,52-30M SS SB14-454kg-BH-C3 EX Y=23000,这是52-30M SS SB14-454kg-BH-C3 EX Y=23000的产品描述。,Detailed description of 52-30M SS SB14-454kg-BH-C3 EX Y=23000.
FT,52-30M,52-30M SS SB14-454kg-BH-C6 EX Y=23000,这是52-30M SS SB14-454kg-BH-C6 EX Y=23000的产品描述。,Detailed description of 52-30M SS SB14-454kg-BH-C6 EX Y=23000.
FT,52-30M,52-30M SS SB14-1134kg-BH-C3 EX Y=11500,这是52-30M SS SB14-1134kg-BH-C3 EX Y=11500的产品描述。,Detailed description of 52-30M SS SB14-1134kg-BH-C3 EX Y=11500.
FT,52-30M,52-30M SS SB14-1134kg-BH-C3 EX Y=23000,这是52-30M SS SB14-1134kg-BH-C3 EX Y=23000的产品描述。,Detailed description of 52-30M SS SB14-1134kg-BH-C3 EX Y=23000.
FT,52-30M,52-30M SS SB14-1134kg-BH-C6 EX Y=23000,这是52-30M SS SB14-1134kg-BH-C6 EX Y=23000的产品描述。,Detailed description of 52-30M SS SB14-1134kg-BH-C6 EX Y=23000.
FT,52-30M,52-30M SS SB14-2268kg-BH-C3 EX Y=11500,这是52-30M SS SB14-2268kg-BH-C3 EX Y=11500的产品描述。,Detailed description of 52-30M SS SB14-2268kg-BH-C3 EX Y=11500.
FT,52-30M,52-30M SS SB14-2268kg-BH-C3 EX Y=23000,这是52-30M SS SB14-2268kg-BH-C3 EX Y=23000的产品描述。,Detailed description of 52-30M SS SB14-2268kg-BH-C3 EX Y=23000.
FT,52-30M,52-30M SS SB14-2268kg-BH-C6 EX Y=23000,这是52-30M SS SB14-2268kg-BH-C6 EX Y=23000的产品描述。,Detailed description of 52-30M SS SB14-2268kg-BH-C6 EX Y=23000.
FT,52-30M,52-30M SS SB14-3000kg-BH-C3 EX Y=11500,这是52-30M SS SB14-3000kg-BH-C3 EX Y=11500的产品描述。,Detailed description of 52-30M SS SB14-3000kg-BH-C3 EX Y=11500.
FT,52-30M,52-30M SS SB14-3000kg-BH-C3 EX Y=23000,这是52-30M SS SB14-3000kg-BH-C3 EX Y=23000的产品描述。,Detailed description of 52-30M SS SB14-3000kg-BH-C3 EX Y=23000.
FT,52-30M,52-30M SS SB14-3000kg-BH-C6 EX Y=23000,这是52-30M SS SB14-3000kg-BH-C6 EX Y=23000的产品描述。,Detailed description of 52-30M SS SB14-3000kg-BH-C6 EX Y=23000.
FT,52-30M,52-30M SS SB14-4536kg-BH-C3 EX Y=11500,这是52-30M SS SB14-4536kg-BH-C3 EX Y=11500的产品描述。,Detailed description of 52-30M SS SB14-4536kg-BH-C3 EX Y=11500.
FT,52-30M,52-30M SS SB14-4536kg-BH-C3 EX Y=23000,这是52-30M SS SB14-4536kg-BH-C3 EX Y=23000的产品描述。,Detailed description of 52-30M SS SB14-4536kg-BH-C3 EX Y=23000.
FT,52-30M,52-30M SS SB14-4536kg-BH-C6 EX Y=23000,这是52-30M SS SB14-4536kg-BH-C6 EX Y=23000的产品描述。,Detailed description of 52-30M SS SB14-4536kg-BH-C6 EX Y=23000.
FT,52-30ML,52-30ML SS SB14-227kg-BH-C3 EX Y=11500,这是52-30ML SS SB14-227kg-BH-C3 EX Y=11500的产品描述。,Detailed description of 52-30ML SS SB14-227kg-BH-C3 EX Y=11500.
FT,52-30ML,52-30ML SS SB14-227kg-BH-C3 EX Y=23000,这是52-30ML SS SB14-227kg-BH-C3 EX Y=23000的产品描述。,Detailed description of 52-30ML SS SB14-227kg-BH-C3 EX Y=23000.
FT,52-30ML,52-30ML SS SB14-227kg-BH-C6 EX Y=23000,这是52-30ML SS SB14-227kg-BH-C6 EX Y=23000的产品描述。,Detailed description of 52-30ML SS SB14-227kg-BH-C6 EX Y=23000.
FT,52-30ML,52-30ML SS SB14-454kg-BH-C3 EX Y=11500,这是52-30ML SS SB14-454kg-BH-C3 EX Y=11500的产品描述。,Detailed description of 52-30ML SS SB14-454kg-BH-C3 EX Y=11500.
FT,52-30ML,52-30ML SS SB14-454kg-BH-C3 EX Y=23000,这是52-30ML SS SB14-454kg-BH-C3 EX Y=23000的产品描述。,Detailed description of 52-30ML SS SB14-454kg-BH-C3 EX Y=23000.
FT,52-30ML,52-30ML SS SB14-454kg-BH-C6 EX Y=23000,这是52-30ML SS SB14-454kg-BH-C6 EX Y=23000的产品描述。,Detailed description of 52-30ML SS SB14-454kg-BH-C6 EX Y=23000.
FT,52-30ML,52-30ML SS SB14-1134kg-BH-C3 EX Y=11500,这是52-30ML SS SB14-1134kg-BH-C3 EX Y=11500的产品描述。,Detailed description of 52-30ML SS SB14-1134kg-BH-C3 EX Y=11500.
FT,52-30ML,52-30ML SS SB14-1134kg-BH-C3 EX Y=23000,这是52-30ML SS SB14-1134kg-BH-C3 EX Y=23000的产品描述。,Detailed description of 52-30ML SS SB14-1134kg-BH-C3 EX Y=23000.
FT,52-30ML,52-30ML SS SB14-1134kg-BH-C6 EX Y=23000,这是52-30ML SS SB14-1134kg-BH-C6 EX Y=23000的产品描述。,Detailed description of 52-30ML SS SB14-1134kg-BH-C6 EX Y=23000.
FT,52-30ML,52-30ML SS SB14-2268kg-BH-C3 EX Y=11500,这是52-30ML SS SB14-2268kg-BH-C3 EX Y=11500的产品描述。,Detailed description of 52-30ML SS SB14-2268kg-BH-C3 EX Y=11500.
FT,52-30ML,52-30ML SS SB14-2268kg-BH-C3 EX Y=23000,这是52-30ML SS SB14-2268kg-BH-C3 EX Y=23000的产品描述。,Detailed description of 52-30ML SS SB14-2268kg-BH-C3 EX Y=23000.
FT,52-30ML,52-30ML SS SB14-2268kg-BH-C6 EX Y=23000,这是52-30ML SS SB14-2268kg-BH-C6 EX Y=23000的产品描述。,Detailed description of 52-30ML SS SB14-2268kg-BH-C6 EX Y=23000.
FT,52-30ML,52-30ML SS SB14-3000kg-BH-C3 EX Y=11500,这是52-30ML SS SB14-3000kg-BH-C3 EX Y=11500的产品描述。,Detailed description of 52-30ML SS SB14-3000kg-BH-C3 EX Y=11500.
FT,52-30ML,52-30ML SS SB14-3000kg-BH-C3 EX Y=23000,这是52-30ML SS SB14-3000kg-BH-C3 EX Y=23000的产品描述。,Detailed description of 52-30ML SS SB14-3000kg-BH-C3 EX Y=23000.
FT,52-30ML,52-30ML SS SB14-3000kg-BH-C6 EX Y=23000,这是52-30ML SS SB14-3000kg-BH-C6 EX Y=23000的产品描述。,Detailed description of 52-30ML SS SB14-3000kg-BH-C6 EX Y=23000.
FT,52-30ML,52-30ML SS SB14-4536kg-BH-C3 EX Y=11500,这是52-30ML SS SB14-4536kg-BH-C3 EX Y=11500的产品描述。,Detailed description of 52-30ML SS SB14-4536kg-BH-C3 EX Y=11500.
FT,52-30ML,52-30ML SS SB14-4536kg-BH-C3 EX Y=23000,这是52-30ML SS SB14-4536kg-BH-C3 EX Y=23000的产品描述。,Detailed description of 52-30ML SS SB14-4536kg-BH-C3 EX Y=23000.
FT,52-30ML,52-30ML SS SB14-4536kg-BH-C6 EX Y=23000,这是52-30ML SS SB14-4536kg-BH-C6 EX Y=23000的产品描述。,Detailed description of 52-30ML SS SB14-4536kg-BH-C6 EX Y=23000.
FT,52-30M,52-30M SS SB5-5099kg-C3 EX,这是52-30M SS SB5-5099kg-C3 EX的产品描述。,Detailed description of 52-30M SS SB5-5099kg-C3 EX.
FT,52-30ML,52-30ML SS SB5-5099kg-C3 EX,这是52-30ML SS SB5-5099kg-C3 EX的产品描述。,Detailed description of 52-30ML SS SB5-5099kg-C3 EX.
FT,55-30,55-30 SS RC3-7.5t-C3 EX,这是55-30 SS RC3-7.5t-C3 EX的产品描述。,Detailed description of 55-30 SS RC3-7.5t-C3 EX.
FT,55-30,55-30 SS RC3-15t-C3 EX,这是55-30 SS RC3-15t-C3 EX的产品描述。,Detailed description of 55-30 SS RC3-15t-C3 EX.
FT,55-30,55-30 SS RC3-22.5t-C3 EX,这是55-30 SS RC3-22.5t-C3 EX的产品描述。,Detailed description of 55-30 SS RC3-22.5t-C3 EX.
FT,55-30,55-30 SS RC3-30t-C3 EX,这是55-30 SS RC3-30t-C3 EX的产品描述。,Detailed description of 55-30 SS RC3-30t-C3 EX.
FT,55-30,55-30 SS RC3-40t-C3 EX,这是55-30 SS RC3-40t-C3 EX的产品描述。,Detailed description of 55-30 SS RC3-40t-C3 EX.
FT,52-28,52-28 SS SB6-20kg-C3 EX Y=10200,这是52-28 SS SB6-20kg-C3 EX Y=10200的产品描述。,Detailed description of 52-28 SS SB6-20kg-C3 EX Y=10200.
FT,52-28,52-28 SS SB6-20kg-C3 EX Y=20400,这是52-28 SS SB6-20kg-C3 EX Y=20400的产品描述。,Detailed description of 52-28 SS SB6-20kg-C3 EX Y=20400.
FT,52-28,52-28 SS SB6-50kg-C3 EX Y=10200,这是52-28 SS SB6-50kg-C3 EX Y=10200的产品描述。,Detailed description of 52-28 SS SB6-50kg-C3 EX Y=10200.
FT,52-28,52-28 SS SB6-50kg-C3 EX Y=20400,这是52-28 SS SB6-50kg-C3 EX Y=20400的产品描述。,Detailed description of 52-28 SS SB6-50kg-C3 EX Y=20400.
FT,52-28,52-28 SS SB6-100kg-C3 EX Y=10200,这是52-28 SS SB6-100kg-C3 EX Y=10200的产品描述。,Detailed description of 52-28 SS SB6-100kg-C3 EX Y=10200.
FT,52-28,52-28 SS SB6-100kg-C3 EX Y=20400,这是52-28 SS SB6-100kg-C3 EX Y=20400的产品描述。,Detailed description of 52-28 SS SB6-100kg-C3 EX Y=20400.
FT,52-28,52-28 SS SB6-200kg-C3 EX Y=10200,这是52-28 SS SB6-200kg-C3 EX Y=10200的产品描述。,Detailed description of 52-28 SS SB6-200kg-C3 EX Y=10200.
FT,52-28,52-28 SS SB6-200kg-C3 EX Y=20400,这是52-28 SS SB6-200kg-C3 EX Y=20400的产品描述。,Detailed description of 52-28 SS SB6-200kg-C3 EX Y=20400.
FT,52-20,52-20 SS SB8-10kg-C3 EX,这是52-20 SS SB8-10kg-C3 EX的产品描述。,Detailed description of 52-20 SS SB8-10kg-C3 EX.
FT,52-20,52-20 SS SB8-20kg-C3 EX,这是52-20 SS SB8-20kg-C3 EX的产品描述。,Detailed description of 52-20 SS SB8-20kg-C3 EX.
FT,52-20,52-20 SS SB8-30kg-C3 EX,这是52-20 SS SB8-30kg-C3 EX的产品描述。,Detailed description of 52-20 SS SB8-30kg-C3 EX.
FT,52-20,52-20 SS SB8-50kg-C3 EX,这是52-20 SS SB8-50kg-C3 EX的产品描述。,Detailed description of 52-20 SS SB8-50kg-C3 EX.
FT,52-20,52-20 SS SB8-100kg-C3 EX,这是52-20 SS SB8-100kg-C3 EX的产品描述。,Detailed description of 52-20 SS SB8-100kg-C3 EX.
FT,52-20,52-20 SS SB8-200kg-C3 EX,这是52-20 SS SB8-200kg-C3 EX的产品描述。,Detailed description of 52-20 SS SB8-200kg-C3 EX.
FT,52-20,52-20 SS SB8-250kg-C3 EX,这是52-20 SS SB8-250kg-C3 EX的产品描述。,Detailed description of 52-20 SS SB8-250kg-C3 EX.
FT,52-20,52-20 SS SB8-500kg-C3 EX,这是52-20 SS SB8-500kg-C3 EX的产品描述。,Detailed description of 52-20 SS SB8-500kg-C3 EX.
FT,接线盒,KE-4,这是KE-4的产品描述。,Detailed description of KE-4.
FT,接线盒,KEEX-4,这是KEEX-4的产品描述。,Detailed description of KEEX-4.
FT,通讯电缆,AWG-26/3,这是AWG-26/3的产品描述。,Detailed description of AWG-26/3.
FT,通讯电缆,AWG-14/5D,这是AWG-14/5D的产品描述。,Detailed description of AWG-14/5D.
FT,碳钢过渡板,CS 3t|CS 4.5t|CS 5t|CS 22.5t,这是CS 3t|CS 4.5t|CS 5t|CS 22.5t的产品描述。,Detailed description of CS 3t|CS 4.5t|CS 5t|CS 22.5t.
FT,不锈钢过渡板,SS 3t|SS 4.5t|SS 5t|SS 22.5t,这是SS 3t|SS 4.5t|SS 5t|SS 22.5t的产品描述。,Detailed description of SS 3t|SS 4.5t|SS 5t|SS 22.5t.
FT,立杆,分体式仪表立杆,这是分体式仪表立杆的产品描述。,Detailed description of 分体式仪表立杆.
FT,立杆,一体式仪表立杆,这是一体式仪表立杆的产品描述。,Detailed description of 一体式仪表立杆.
FT,预埋框,分体式预埋框,这是分体式预埋框的产品描述。,Detailed description of 分体式预埋框.
FT,预埋框,一体式预埋框,这是一体式预埋框的产品描述。,Detailed description of 一体式预埋框.
FT,移动小车,移动小车,这是移动小车的产品描述。,Detailed description of 移动小车.
FT,FTPD,FTPD-S-020-1212-E,这是FTPD-S-020-1212-E的产品描述。,Detailed description of FTPD-S-020-1212-E.
FT,FTPD,FTPD-S-003-0808-E,这是FTPD-S-003-0808-E的产品描述。,Detailed description of FTPD-S-003-0808-E.
FT,过渡板,过渡板,这是过渡板的产品描述。,Detailed description of 过渡板.
