具体型号,型批型号,品牌,kg量程,台面尺寸,可用传感器,材质,细分品种,防爆,kg分度值,信号协议
AWPD-HC-060-2020-E,SCS-6t EX,AW,6000,2000x2000,AWBS-5t,HC,高精度平台秤,1,1,A
AWPD-HS-060-2020-E,SCS-6t EX,AW,6000,2000x2000,AWBS-5t,HS,高精度平台秤,1,1,A
AWPD-HCS-060-2020-E,SCS-6t EX,AW,6000,2000x2000,AWBS-5t,HCS,高精度平台秤,1,1,A
AWPD-C-003-0606-N-D1,SCS-0.3t,AW,300,600x600,AWB-200kg|SLB-227kg|SB14-227kg,C,护框型电子平台秤,0,0.05,RS485
AWPD-C-003-0606-E-D1,SCS-0.3t EX,AW,300,600x600,AWB-200kg|SLB-227kg|SB14-227kg,C,护框型电子平台秤,1,0.05,RS485
AWPD-S-003-0606-N-D1,SCS-0.3t,AW,300,600x600,AWBS-200kg|SLB-227kg|SB14-227kg,S,护框型电子平台秤,0,0.05,RS485
AWPD-S-003-0606-E-D1,SCS-0.3t EX,AW,300,600x600,AWBS-200kg|SLB-227kg|SB14-227kg,S,护框型电子平台秤,1,0.05,RS485
AWPD-C-003-0808-N-D1,SCS-0.3t,AW,300,800x800,AWB-200kg|SLB-227kg|SB14-227kg,C,护框型电子平台秤,0,0.05,RS485
AWPD-C-003-0808-E-D1,SCS-0.3t EX,AW,300,800x800,AWB-200kg|SLB-227kg|SB14-227kg,C,护框型电子平台秤,1,0.05,RS485
AWPD-S-003-0808-N-D1,SCS-0.3t,AW,300,800x800,AWBS-200kg|SLB-227kg|SB14-227kg,S,护框型电子平台秤,0,0.05,RS485
AWPD-S-003-0808-E-D1,SCS-0.3t EX,AW,300,800x800,AWBS-200kg|SLB-227kg|SB14-227kg,S,护框型电子平台秤,1,0.05,RS485
AWPD-C-006-0606-N-D1,SCS-0.6t,AW,600,600x600,AWB-500kg|SLB-454kg|SB14-454kg,C,护框型电子平台秤,0,0.1,RS485
AWPD-C-006-0606-E-D1,SCS-0.6t EX,AW,600,600x600,AWB-500kg|SLB-454kg|SB14-454kg,C,护框型电子平台秤,1,0.1,RS485
AWPD-S-006-0606-N-D1,SCS-0.6t,AW,600,600x600,AWBS-500kg|SLB-454kg|SB14-454kg,S,护框型电子平台秤,0,0.1,RS485
AWPD-S-006-0606-E-D1,SCS-0.6t EX,AW,600,600x600,AWBS-500kg|SLB-454kg|SB14-454kg,S,护框型电子平台秤,1,0.1,RS485
AWPD-C-006-0808-N-D1,SCS-0.6t,AW,600,800x800,AWB-500kg|SLB-454kg|SB14-454kg,C,护框型电子平台秤,0,0.1,RS485
AWPD-C-006-0808-E-D1,SCS-0.6t EX,AW,600,800x800,AWB-500kg|SLB-454kg|SB14-454kg,C,护框型电子平台秤,1,0.1,RS485
AWPD-S-006-0808-N-D1,SCS-0.6t,AW,600,800x800,AWBS-500kg|SLB-454kg|SB14-454kg,S,护框型电子平台秤,0,0.1,RS485
AWPD-S-006-0808-E-D1,SCS-0.6t EX,AW,600,800x800,AWBS-500kg|SLB-454kg|SB14-454kg,S,护框型电子平台秤,1,0.1,RS485
AWPD-C-006-1010-N-D1,SCS-0.6t,AW,600,1000x1000,AWB-500kg|SLB-454kg|SB14-454kg,C,护框型电子平台秤,0,0.1,RS485
AWPD-C-006-1010-E-D1,SCS-0.6t EX,AW,600,1000x1000,AWB-500kg|SLB-454kg|SB14-454kg,C,护框型电子平台秤,1,0.1,RS485
AWPD-S-006-1010-N-D1,SCS-0.6t,AW,600,1000x1000,AWBS-500kg|SLB-454kg|SB14-454kg,S,护框型电子平台秤,0,0.1,RS485
AWPD-S-006-1010-E-D1,SCS-0.6t EX,AW,600,1000x1000,AWBS-500kg|SLB-454kg|SB14-454kg,S,护框型电子平台秤,1,0.1,RS485
AWPD-C-015-1010-N-D1,SCS-1.5t,AW,1500,1000x1000,AWB-1t|SLB-1134kg|SB14-1134kg,C,护框型电子平台秤,0,0.2,RS485
AWPD-C-015-1010-E-D1,SCS-1.5t EX,AW,1500,1000x1000,AWB-1t|SLB-1134kg|SB14-1134kg,C,护框型电子平台秤,1,0.2,RS485
AWPD-S-015-1010-N-D1,SCS-1.5t,AW,1500,1000x1000,AWBS-1t|SLB-1134kg|SB14-1134kg,S,护框型电子平台秤,0,0.2,RS485
AWPD-S-015-1010-E-D1,SCS-1.5t EX,AW,1500,1000x1000,AWBS-1t|SLB-1134kg|SB14-1134kg,S,护框型电子平台秤,1,0.2,RS485
AWPD-C-015-1212-N-D1,SCS-1.5t,AW,1500,1200x1200,AWB-1t|SLB-1134kg|SB14-1134kg,C,护框型电子平台秤,0,0.2,RS485
AWPD-C-015-1212-E-D1,SCS-1.5t EX,AW,1500,1200x1200,AWB-1t|SLB-1134kg|SB14-1134kg,C,护框型电子平台秤,1,0.2,RS485
AWPD-S-015-1212-N-D1,SCS-1.5t,AW,1500,1200x1200,AWBS-1t|SLB-1134kg|SB14-1134kg,S,护框型电子平台秤,0,0.2,RS485
AWPD-S-015-1212-E-D1,SCS-1.5t EX,AW,1500,1200x1200,AWBS-1t|SLB-1134kg|SB14-1134kg,S,护框型电子平台秤,1,0.2,RS485
AWPD-C-015-1515-N-D1,SCS-1.5t,AW,1500,1500x1500,AWB-1t|SLB-1134kg|SB14-1134kg,C,护框型电子平台秤,0,0.2,RS485
AWPD-C-015-1515-E-D1,SCS-1.5t EX,AW,1500,1500x1500,AWB-1t|SLB-1134kg|SB14-1134kg,C,护框型电子平台秤,1,0.2,RS485
AWPD-S-015-1515-N-D1,SCS-1.5t,AW,1500,1500x1500,AWBS-1t|SLB-1134kg|SB14-1134kg,S,护框型电子平台秤,0,0.2,RS485
AWPD-S-015-1515-E-D1,SCS-1.5t EX,AW,1500,1500x1500,AWBS-1t|SLB-1134kg|SB14-1134kg,S,护框型电子平台秤,1,0.2,RS485
AWPD-C-010-1010-N-D1,SCS-1t,AW,1000,1000x1000,AWB-1t|SLB-1134kg|SB14-1134kg,C,护框型电子平台秤,0,0.1,RS485
AWPD-C-010-1010-E-D1,SCS-1t EX,AW,1000,1000x1000,AWB-1t|SLB-1134kg|SB14-1134kg,C,护框型电子平台秤,1,0.1,RS485
AWPD-S-010-1010-N-D1,SCS-1t,AW,1000,1000x1000,AWBS-1t|SLB-1134kg|SB14-1134kg,S,护框型电子平台秤,0,0.1,RS485
AWPD-S-010-1010-E-D1,SCS-1t EX,AW,1000,1000x1000,AWBS-1t|SLB-1134kg|SB14-1134kg,S,护框型电子平台秤,1,0.1,RS485
AWPD-C-010-1212-N-D1,SCS-1t,AW,1000,1200x1200,AWB-1t|SLB-1134kg|SB14-1134kg,C,护框型电子平台秤,0,0.1,RS485
AWPD-C-010-1212-E-D1,SCS-1t EX,AW,1000,1200x1200,AWB-1t|SLB-1134kg|SB14-1134kg,C,护框型电子平台秤,1,0.1,RS485
AWPD-S-010-1212-N-D1,SCS-1t,AW,1000,1200x1200,AWBS-1t|SLB-1134kg|SB14-1134kg,S,护框型电子平台秤,0,0.1,RS485
AWPD-S-010-1212-E-D1,SCS-1t EX,AW,1000,1200x1200,AWBS-1t|SLB-1134kg|SB14-1134kg,S,护框型电子平台秤,1,0.1,RS485
AWPD-C-010-1515-N-D1,SCS-1t,AW,1000,1500x1500,AWB-1t|SLB-1134kg|SB14-1134kg,C,护框型电子平台秤,0,0.1,RS485
AWPD-C-010-1515-E-D1,SCS-1t EX,AW,1000,1500x1500,AWB-1t|SLB-1134kg|SB14-1134kg,C,护框型电子平台秤,1,0.1,RS485
AWPD-S-010-1515-N-D1,SCS-1t,AW,1000,1500x1500,AWBS-1t|SLB-1134kg|SB14-1134kg,S,护框型电子平台秤,0,0.1,RS485
AWPD-S-010-1515-E-D1,SCS-1t EX,AW,1000,1500x1500,AWBS-1t|SLB-1134kg|SB14-1134kg,S,护框型电子平台秤,1,0.1,RS485
AWPD-C-020-1010-N-D1,SCS-2t,AW,2000,1000x1000,AWB-1t|SLB-1134kg|SB14-1134kg,C,护框型电子平台秤,0,0.2,RS485
AWPD-C-020-1010-E-D1,SCS-2t EX,AW,2000,1000x1000,AWB-1t|SLB-1134kg|SB14-1134kg,C,护框型电子平台秤,1,0.2,RS485
AWPD-S-020-1010-N-D1,SCS-2t,AW,2000,1000x1000,AWBS-1t|SLB-1134kg|SB14-1134kg,S,护框型电子平台秤,0,0.2,RS485
AWPD-S-020-1010-E-D1,SCS-2t EX,AW,2000,1000x1000,AWBS-1t|SLB-1134kg|SB14-1134kg,S,护框型电子平台秤,1,0.2,RS485
AWPD-C-020-1212-N-D1,SCS-2t,AW,2000,1200x1200,AWB-1t|SLB-1134kg|SB14-1134kg,C,护框型电子平台秤,0,0.2,RS485
AWPD-C-020-1212-E-D1,SCS-2t EX,AW,2000,1200x1200,AWB-1t|SLB-1134kg|SB14-1134kg,C,护框型电子平台秤,1,0.2,RS485
AWPD-S-020-1212-N-D1,SCS-2t,AW,2000,1200x1200,AWBS-1t|SLB-1134kg|SB14-1134kg,S,护框型电子平台秤,0,0.2,RS485
AWPD-S-020-1212-E-D1,SCS-2t EX,AW,2000,1200x1200,AWBS-1t|SLB-1134kg|SB14-1134kg,S,护框型电子平台秤,1,0.2,RS485
AWPD-C-020-1515-N-D1,SCS-2t,AW,2000,1500x1500,AWB-1t|SLB-1134kg|SB14-1134kg,C,护框型电子平台秤,0,0.2,RS485
AWPD-C-020-1515-E-D1,SCS-2t EX,AW,2000,1500x1500,AWB-1t|SLB-1134kg|SB14-1134kg,C,护框型电子平台秤,1,0.2,RS485
AWPD-S-020-1515-N-D1,SCS-2t,AW,2000,1500x1500,AWBS-1t|SLB-1134kg|SB14-1134kg,S,护框型电子平台秤,0,0.2,RS485
AWPD-S-020-1515-E-D1,SCS-2t EX,AW,2000,1500x1500,AWBS-1t|SLB-1134kg|SB14-1134kg,S,护框型电子平台秤,1,0.2,RS485
AWPD-C-030-1212-N-D1,SCS-3t,AW,3000,1200x1200,AWB-2t|SLB-2268kg|SB14-2268kg,C,护框型电子平台秤,0,0.5,RS485
AWPD-C-030-1212-E-D1,SCS-3t EX,AW,3000,1200x1200,AWB-2t|SLB-2268kg|SB14-2268kg,C,护框型电子平台秤,1,0.5,RS485
AWPD-S-030-1212-N-D1,SCS-3t,AW,3000,1200x1200,AWBS-2t|SLB-2268kg|SB14-2268kg,S,护框型电子平台秤,0,0.5,RS485
AWPD-S-030-1212-E-D1,SCS-3t EX,AW,3000,1200x1200,AWBS-2t|SLB-2268kg|SB14-2268kg,S,护框型电子平台秤,1,0.5,RS485
AWPD-C-030-1515-N-D1,SCS-3t,AW,3000,1500x1500,AWB-2t|SLB-2268kg|SB14-2268kg,C,护框型电子平台秤,0,0.5,RS485
AWPD-C-030-1515-E-D1,SCS-3t EX,AW,3000,1500x1500,AWB-2t|SLB-2268kg|SB14-2268kg,C,护框型电子平台秤,1,0.5,RS485
AWPD-S-030-1515-N-D1,SCS-3t,AW,3000,1500x1500,AWBS-2t|SLB-2268kg|SB14-2268kg,S,护框型电子平台秤,0,0.5,RS485
AWPD-S-030-1515-E-D1,SCS-3t EX,AW,3000,1500x1500,AWBS-2t|SLB-2268kg|SB14-2268kg,S,护框型电子平台秤,1,0.5,RS485
AWPD-C-030-2020-N-D1,SCS-3t,AW,3000,2000x2000,AWB-2t|SLB-2268kg|SB14-2268kg,C,护框型电子平台秤,0,0.5,RS485
AWPD-C-030-2020-E-D1,SCS-3t EX,AW,3000,2000x2000,AWB-2t|SLB-2268kg|SB14-2268kg,C,护框型电子平台秤,1,0.5,RS485
AWPD-S-030-2020-N-D1,SCS-3t,AW,3000,2000x2000,AWBS-2t|SLB-2268kg|SB14-2268kg,S,护框型电子平台秤,0,0.5,RS485
AWPD-S-030-2020-E-D1,SCS-3t EX,AW,3000,2000x2000,AWBS-2t|SLB-2268kg|SB14-2268kg,S,护框型电子平台秤,1,0.5,RS485
AWPD-C-060-2020-N-D1,SCS-6t,AW,6000,2000x2000,AWB-3t|SLB-3000kg|SB14-3000kg,C,护框型电子平台秤,0,1,RS485
AWPD-C-060-2020-E-D1,SCS-6t EX,AW,6000,2000x2000,AWB-3t|SLB-3000kg|SB14-3000kg,C,护框型电子平台秤,1,1,RS485
AWPD-S-060-2020-N-D1,SCS-6t,AW,6000,2000x2000,AWBS-3t|SLB-3000kg|SB14-3000kg,S,护框型电子平台秤,0,1,RS485
AWPD-S-060-2020-E-D1,SCS-6t EX,AW,6000,2000x2000,AWBS-3t|SLB-3000kg|SB14-3000kg,S,护框型电子平台秤,1,1,RS485
AWPD-CS-003-0606-N-D1,SCS-0.3t,AW,300,600x600,AWB-200kg|SLB-227kg|SB14-227kg,CS,护框型电子平台秤,0,0.05,RS485
AWPD-CS-003-0606-E-D1,SCS-0.3t EX,AW,300,600x600,AWB-200kg|SLB-227kg|SB14-227kg,CS,护框型电子平台秤,1,0.05,RS485
AWPD-CS-003-0808-N-D1,SCS-0.3t,AW,300,800x800,AWB-200kg|SLB-227kg|SB14-227kg,CS,护框型电子平台秤,0,0.05,RS485
AWPD-CS-003-0808-E-D1,SCS-0.3t EX,AW,300,800x800,AWB-200kg|SLB-227kg|SB14-227kg,CS,护框型电子平台秤,1,0.05,RS485
AWPD-CS-006-0606-N-D1,SCS-0.6t,AW,600,600x600,AWB-500kg|SLB-454kg|SB14-454kg,CS,护框型电子平台秤,0,0.1,RS485
AWPD-CS-006-0606-E-D1,SCS-0.6t EX,AW,600,600x600,AWB-500kg|SLB-454kg|SB14-454kg,CS,护框型电子平台秤,1,0.1,RS485
AWPD-CS-006-0808-N-D1,SCS-0.6t,AW,600,800x800,AWB-500kg|SLB-454kg|SB14-454kg,CS,护框型电子平台秤,0,0.1,RS485
AWPD-CS-006-0808-E-D1,SCS-0.6t EX,AW,600,800x800,AWB-500kg|SLB-454kg|SB14-454kg,CS,护框型电子平台秤,1,0.1,RS485
AWPD-CS-006-1010-N-D1,SCS-0.6t,AW,600,1000x1000,AWB-500kg|SLB-454kg|SB14-454kg,CS,护框型电子平台秤,0,0.1,RS485
AWPD-CS-006-1010-E-D1,SCS-0.6t EX,AW,600,1000x1000,AWB-500kg|SLB-454kg|SB14-454kg,CS,护框型电子平台秤,1,0.1,RS485
AWPD-CS-015-1010-N-D1,SCS-1.5t,AW,1500,1000x1000,AWB-1t|SLB-1134kg|SB14-1134kg,CS,护框型电子平台秤,0,0.2,RS485
AWPD-CS-015-1010-E-D1,SCS-1.5t EX,AW,1500,1000x1000,AWB-1t|SLB-1134kg|SB14-1134kg,CS,护框型电子平台秤,1,0.2,RS485
AWPD-CS-015-1212-N-D1,SCS-1.5t,AW,1500,1200x1200,AWB-1t|SLB-1134kg|SB14-1134kg,CS,护框型电子平台秤,0,0.2,RS485
AWPD-CS-015-1212-E-D1,SCS-1.5t EX,AW,1500,1200x1200,AWB-1t|SLB-1134kg|SB14-1134kg,CS,护框型电子平台秤,1,0.2,RS485
AWPD-CS-015-1515-N-D1,SCS-1.5t,AW,1500,1500x1500,AWB-1t|SLB-1134kg|SB14-1134kg,CS,护框型电子平台秤,0,0.2,RS485
AWPD-CS-015-1515-E-D1,SCS-1.5t EX,AW,1500,1500x1500,AWB-1t|SLB-1134kg|SB14-1134kg,CS,护框型电子平台秤,1,0.2,RS485
AWPD-CS-010-1010-N-D1,SCS-1t,AW,1000,1000x1000,AWB-1t|SLB-1134kg|SB14-1134kg,CS,护框型电子平台秤,0,0.1,RS485
AWPD-CS-010-1010-E-D1,SCS-1t EX,AW,1000,1000x1000,AWB-1t|SLB-1134kg|SB14-1134kg,CS,护框型电子平台秤,1,0.1,RS485
AWPD-CS-010-1212-N-D1,SCS-1t,AW,1000,1200x1200,AWB-1t|SLB-1134kg|SB14-1134kg,CS,护框型电子平台秤,0,0.1,RS485
AWPD-CS-010-1212-E-D1,SCS-1t EX,AW,1000,1200x1200,AWB-1t|SLB-1134kg|SB14-1134kg,CS,护框型电子平台秤,1,0.1,RS485
AWPD-CS-010-1515-N-D1,SCS-1t,AW,1000,1500x1500,AWB-1t|SLB-1134kg|SB14-1134kg,CS,护框型电子平台秤,0,0.1,RS485
AWPD-CS-010-1515-E-D1,SCS-1t EX,AW,1000,1500x1500,AWB-1t|SLB-1134kg|SB14-1134kg,CS,护框型电子平台秤,1,0.1,RS485
AWPD-CS-020-1010-N-D1,SCS-2t,AW,2000,1000x1000,AWB-1t|SLB-1134kg|SB14-1134kg,CS,护框型电子平台秤,0,0.2,RS485
AWPD-CS-020-1010-E-D1,SCS-2t EX,AW,2000,1000x1000,AWB-1t|SLB-1134kg|SB14-1134kg,CS,护框型电子平台秤,1,0.2,RS485
AWPD-CS-020-1212-N-D1,SCS-2t,AW,2000,1200x1200,AWB-1t|SLB-1134kg|SB14-1134kg,CS,护框型电子平台秤,0,0.2,RS485
AWPD-CS-020-1212-E-D1,SCS-2t EX,AW,2000,1200x1200,AWB-1t|SLB-1134kg|SB14-1134kg,CS,护框型电子平台秤,1,0.2,RS485
AWPD-CS-020-1515-N-D1,SCS-2t,AW,2000,1500x1500,AWB-1t|SLB-1134kg|SB14-1134kg,CS,护框型电子平台秤,0,0.2,RS485
AWPD-CS-020-1515-E-D1,SCS-2t EX,AW,2000,1500x1500,AWB-1t|SLB-1134kg|SB14-1134kg,CS,护框型电子平台秤,1,0.2,RS485
AWPD-CS-030-1212-N-D1,SCS-3t,AW,3000,1200x1200,AWB-2t|SLB-2268kg|SB14-2268kg,CS,护框型电子平台秤,0,0.5,RS485
AWPD-CS-030-1212-E-D1,SCS-3t EX,AW,3000,1200x1200,AWB-2t|SLB-2268kg|SB14-2268kg,CS,护框型电子平台秤,1,0.5,RS485
AWPD-CS-030-1515-N-D1,SCS-3t,AW,3000,1500x1500,AWB-2t|SLB-2268kg|SB14-2268kg,CS,护框型电子平台秤,0,0.5,RS485
AWPD-CS-030-1515-E-D1,SCS-3t EX,AW,3000,1500x1500,AWB-2t|SLB-2268kg|SB14-2268kg,CS,护框型电子平台秤,1,0.5,RS485
AWPD-CS-030-2020-N-D1,SCS-3t,AW,3000,2000x2000,AWB-2t|SLB-2268kg|SB14-2268kg,CS,护框型电子平台秤,0,0.5,RS485
AWPD-CS-030-2020-E-D1,SCS-3t EX,AW,3000,2000x2000,AWB-2t|SLB-2268kg|SB14-2268kg,CS,护框型电子平台秤,1,0.5,RS485
AWPD-CS-060-2020-N-D1,SCS-6t,AW,6000,2000x2000,AWB-3t|SLB-3000kg|SB14-3000kg,CS,护框型电子平台秤,0,1,RS485
AWPD-CS-060-2020-E-D1,SCS-6t EX,AW,6000,2000x2000,AWB-3t|SLB-3000kg|SB14-3000kg,CS,护框型电子平台秤,1,1,RS485
